Id,TotalLoan,Gender,Education,MaritalStatus,AgeGroup,HstPaySep15,HstPayAug15,HstPayJul15,HstPayJun15,HstPayMay15,HstPayApr15,BillSep15,BillJun15,BillApr15,PaySep15,PayAug15,PayJul15,PayJun15,PayMay15,PayApr15,DefaultPayment
29421,210000,1,2,1,2,-1,-1,-1,-1,-1,-1,820,820,820,820,820,820,820,820,970,0
29422,140000,1,4,2,2,-2,-2,-2,-1,-1,0,2663,1769,89381,1823,1823,1769,85096,9000,4000,0
29423,50000,1,2,2,2,0,0,0,0,0,-1,47533,40850,800,2200,2000,3000,0,400,20000,0
29424,310000,1,1,2,2,-1,0,0,0,0,0,48931,65010,60592,207000,20000,60126,20000,25000,6000,0
29425,80000,1,2,2,2,0,0,0,0,0,0,64330,67285,71830,2934,2500,2500,2500,5000,3000,0
29426,500000,1,1,1,2,-1,-1,-1,-2,-2,-2,6049,0,0,2500,0,0,0,0,0,0
29427,80000,1,2,2,1,0,0,0,0,0,0,50442,47681,45161,1816,1920,2063,1543,1400,1557,0
29428,120000,1,3,2,2,-1,3,2,-1,-1,-1,1835,390,-108,0,0,390,282,0,3087,1
29429,50000,1,2,2,1,0,0,0,0,0,0,45253,46893,48829,1724,1764,1777,1711,1772,2043,0
29430,50000,1,2,2,2,0,0,0,0,0,0,16397,18467,18234,1572,1617,1561,759,779,908,0
29431,200000,1,1,1,2,-2,-2,-2,-2,-2,-2,3207,1432,-41,4360,2902,1432,1517,0,0,0
29432,50000,1,2,2,2,-1,0,0,2,0,0,1382,4279,0,1300,2254,0,313,0,0,0
29433,130000,1,2,2,2,-1,2,2,2,-1,-1,780,0,0,390,0,0,780,0,0,0
29434,240000,1,1,2,2,0,0,0,0,0,0,181569,187756,189908,6606,8246,6806,5112,5291,6004,0
29435,180000,1,1,2,2,0,-1,-1,0,-1,-1,9796,6019,7622,500,3866,3300,7602,7622,0,0
29436,20000,1,2,2,2,0,0,0,2,0,0,10926,16806,19257,2500,9000,0,2000,2000,1500,0
29437,140000,1,1,2,2,1,2,2,2,0,0,31529,33250,38098,0,3500,0,2000,4000,0,1
29438,160000,1,1,1,2,-1,-1,-1,-1,0,0,498,362,6087,682,0,362,9102,0,514,0
29439,280000,1,1,2,2,-2,-2,-2,-2,-2,-2,10660,2510,14994,5123,8467,2510,591,14994,5000,0
29440,80000,1,1,2,2,-1,-1,0,0,0,0,198,2338,3907,734,1044,1000,2000,1500,800,0
29441,140000,1,2,1,2,0,0,0,0,0,0,14544,36395,49946,8376,7000,8395,10546,4400,7892,0
29442,300000,1,1,2,2,0,0,0,0,0,0,237372,254808,266200,10000,11000,10000,10000,10000,10000,0
29443,150000,1,2,1,2,0,0,0,0,0,0,118533,126447,134930,3375,5000,3583,3402,7226,5000,0
29444,240000,1,4,1,2,-2,-2,-2,-2,-2,-2,0,0,0,249,913,0,0,0,0,0
29445,100000,1,1,2,2,-2,-2,-2,-2,-2,-2,390,780,599,390,390,780,0,599,0,1
29446,100000,1,2,2,2,0,0,0,0,0,0,27869,31734,33648,3500,3000,3500,1500,2000,2300,0
29447,220000,1,2,1,2,0,0,0,0,0,2,15746,35705,5018,16780,14469,35278,4647,19,8438,0
29448,50000,1,3,2,2,0,0,0,0,-1,-1,9610,8039,390,1147,1169,1000,4986,390,390,1
29449,120000,1,1,2,2,-1,2,2,-1,-1,-1,1500,1125,786,1700,0,1125,909,786,1433,0
29450,280000,1,1,1,2,-2,-2,-2,-2,-2,-2,-6,-5,985,0,1351,0,0,990,3090,0
29451,200000,1,1,2,2,1,-1,-1,-1,-1,-1,0,0,543,1870,1000,0,1275,543,0,0
29452,10000,1,2,2,2,2,2,0,0,2,2,5948,8477,9861,0,1500,1500,0,1604,212,1
29453,10000,1,2,2,2,0,0,0,0,0,2,8107,9800,9766,1298,1155,1154,1206,0,399,1
29454,50000,1,1,2,2,0,0,0,2,0,0,5249,18567,28620,10000,6000,0,5630,6000,5000,0
29455,70000,1,1,2,2,0,0,0,2,0,0,2329,57571,60872,55000,5800,0,2250,4500,0,1
29456,20000,1,2,2,2,1,-2,-2,-2,-2,-2,-300,-1470,-2250,0,0,0,0,0,4000,0
29457,140000,1,1,2,2,0,0,2,0,0,-2,90313,67003,0,15037,5,2007,0,0,0,0
29458,200000,1,4,1,5,0,0,0,0,0,0,103138,82087,78872,3929,4000,4000,3000,13000,13000,0
29459,280000,1,2,2,4,-1,0,-1,0,0,0,22821,61638,29804,1118,82267,1528,997,1049,13004,0
29460,70000,1,1,2,5,1,2,0,0,0,0,73958,46759,14379,67,3006,4659,1000,1000,0,0
29461,210000,1,2,2,1,0,0,-2,-2,-1,2,9358,-27,2878,0,0,0,3100,0,2003,0
29462,50000,1,4,2,2,0,0,0,0,0,-2,47830,15735,0,6143,2354,4147,0,0,0,0
29463,150000,1,1,2,2,0,0,0,0,0,0,85500,89006,87725,3956,4031,10006,3266,4040,1698,0
29464,120000,1,2,2,2,0,0,0,0,0,0,8022,12438,15926,2000,3000,3000,3000,3000,3000,0
29465,200000,1,1,1,2,-1,-1,-1,-1,-1,-1,1867,1546,1828,997,2064,1550,2229,1833,808,1
29466,420000,1,1,2,2,-1,0,0,0,-1,-1,31065,14966,134038,2004,3000,1041,5676,135687,4192,0
29467,50000,1,1,2,2,1,2,2,2,2,2,5931,7748,7992,0,2600,0,800,0,800,0
29468,270000,1,1,2,2,0,0,0,0,0,0,9526,7196,5587,1116,1500,2000,1000,194,1005,0
29469,130000,1,2,1,2,-1,-1,-1,-1,-1,-1,2280,1500,5289,1725,3895,1500,450,5289,0,0
29470,210000,1,1,2,2,0,0,0,0,0,2,82940,88149,82166,3024,3134,3228,7000,0,3000,0
29471,240000,1,2,2,2,1,-1,-1,-1,-1,-1,0,390,0,780,0,390,780,0,390,0
29472,260000,1,1,2,2,0,0,0,0,0,0,27855,25366,14214,1259,1305,1113,528,406,211,0
29473,250000,1,2,1,2,-1,-1,-2,-1,0,0,79319,174749,175042,0,0,174749,0,3501,146794,0
29474,150000,1,2,1,2,-1,-1,-1,0,-1,2,530,1817,424,530,957,1000,800,0,9000,0
29475,140000,1,1,2,2,0,0,0,0,0,0,128036,137487,111552,4180,2800,100005,3800,3990,4285,0
29476,60000,1,3,1,3,0,0,0,0,0,0,43293,22161,19381,1368,1396,1287,654,1000,644,0
29477,500000,1,1,1,4,0,0,0,0,0,0,133598,174500,204975,54209,4607,4603,5224,207440,7509,0
29478,50000,1,2,2,3,3,2,3,2,2,2,21153,20411,15242,3000,0,57,2000,0,1000,1
29479,50000,1,3,1,4,0,0,2,2,0,0,18838,22876,24955,4650,1380,0,832,2000,0,0
29480,140000,1,1,2,3,0,0,0,0,0,0,128213,136481,133324,7000,7000,7000,5500,6000,4624,0
29481,20000,1,2,1,2,0,0,0,2,0,0,16354,20511,20474,1700,4000,0,800,1000,800,0
29482,360000,1,1,1,3,-1,-1,-1,-1,-1,-1,2513,11358,20934,5066,6704,11415,15556,21039,19073,0
29483,10000,1,3,2,4,0,0,-2,-2,-1,-1,10400,0,0,5275,0,0,400,0,2400,0
29484,200000,1,2,1,4,0,0,0,0,0,0,51995,48692,51756,4000,2000,3000,3000,2000,2000,1
29485,400000,1,2,1,3,-1,-1,-1,0,-1,-1,3380,6401,21447,3411,8863,1032,390,21448,1001,0
29486,180000,1,1,1,2,0,0,0,-1,-1,-1,6687,1300,0,1227,1000,1300,2644,0,55176,1
29487,220000,1,3,2,4,0,0,0,0,0,0,193903,102365,43252,8000,7000,3500,1500,2000,1000,0
29488,50000,1,3,1,5,0,-1,-1,-2,-2,-2,5339,0,0,1189,300,0,0,0,0,0
29489,100000,1,4,1,5,0,0,0,0,0,0,94502,90500,22620,5000,5000,3203,2103,50000,0,0
29490,50000,1,2,2,5,0,0,0,0,-1,0,51129,0,30135,2096,1000,0,2068,30067,1051,0
29491,320000,1,1,2,2,-2,-2,-2,-2,-2,-2,26149,360,720,3894,360,360,0,720,334,0
29492,320000,1,1,2,2,1,-2,-2,-2,-2,-2,-6029,-50616,-94625,185,28,12,208,8,14,1
29493,310000,1,2,1,2,-1,2,-1,-1,-1,-1,4673,3913,2489,0,547,3913,670,2489,656,0
29494,100000,1,2,1,3,2,4,3,2,2,2,60286,58014,60061,0,0,2300,2300,2400,2300,0
29495,320000,1,1,2,3,0,0,0,0,0,0,71944,104795,121465,19246,11550,11688,12122,12156,2437,0
29496,280000,1,2,1,3,0,0,0,0,0,0,55237,34260,33331,2625,1795,1372,3931,3047,671,0
29497,80000,1,2,1,3,-1,-1,-1,-1,-1,0,1692,397,41864,2702,1246,397,42860,7,118,0
29498,200000,1,1,1,4,1,2,0,0,2,2,150406,163330,170867,5000,7500,11000,3000,11365,7000,1
29499,70000,1,2,1,3,0,0,2,0,0,2,23546,27177,28329,3800,0,2000,2200,0,2100,0
29500,50000,1,1,1,4,0,0,0,0,0,0,47695,31240,12349,2017,3000,2000,3007,1003,1500,0
29501,10000,1,2,1,4,2,2,3,2,2,2,4770,8928,9294,4505,0,334,801,0,1487,1
29502,300000,1,1,1,4,-1,-1,-1,2,0,0,1920,2334,3350,412,5459,0,1000,16,2418,0
29503,210000,1,3,1,4,-2,-2,-2,-2,-2,-2,13024,-632,-632,726,632,0,0,0,0,0
29504,60000,1,1,2,3,1,2,2,2,2,2,28504,31754,35128,0,5300,0,3000,1600,1000,1
29505,20000,1,2,1,4,1,2,3,2,3,3,14829,18694,18459,3000,0,2560,955,0,661,0
29506,50000,1,2,1,4,0,0,0,0,0,2,35892,31320,35569,2007,2000,1500,5400,0,3000,0
29507,100000,1,2,1,4,0,0,0,0,0,0,66177,86403,91554,4000,10737,6849,4000,4000,2138,0
29508,200000,1,1,1,4,-1,0,-1,-1,-2,-2,18422,0,0,1127,3820,0,0,0,0,0
29509,240000,1,1,1,3,0,0,-2,-1,0,0,102650,4557,9275,0,0,4557,3000,4000,2282,0
29510,200000,1,2,3,4,0,0,0,2,2,2,106576,116278,125931,3864,14269,0,13808,0,4600,0
29511,130000,1,2,1,4,0,0,0,0,-2,-2,19698,0,0,1500,1000,0,0,0,0,0
29512,130000,1,1,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
29513,50000,1,2,1,5,-1,-1,-1,-1,-1,-1,942,390,390,942,942,390,390,390,0,1
29514,30000,1,2,2,2,0,0,2,2,0,0,26742,29214,23384,2800,2500,0,910,1000,1000,0
29515,130000,1,3,2,2,0,0,0,0,0,0,129602,96800,57483,5437,5088,4180,2035,3009,2000,0
29516,10000,1,3,2,5,0,0,0,0,0,0,9592,7134,0,1150,1166,2000,146,0,0,1
29517,70000,1,2,1,3,-1,-1,0,0,0,0,390,6139,6399,4924,1113,1076,195,1000,235,1
29518,150000,1,2,1,3,0,0,0,0,0,0,100894,86597,90398,4700,4099,4000,3000,3000,5187,0
29519,120000,1,2,2,3,0,0,0,0,0,0,116399,84840,83448,5000,5000,3000,3500,3000,82000,1
29520,100000,1,3,2,5,0,0,0,0,0,0,58430,34958,33650,2000,2000,2000,2000,2000,20000,0
29521,50000,1,3,2,3,0,0,0,0,-2,-2,49093,0,0,2400,2400,0,0,0,0,1
29522,210000,1,1,1,4,-2,-1,-1,-1,-1,-1,5411,6522,9327,5956,2180,6568,1532,9373,8090,0
29523,50000,1,2,2,2,0,0,2,0,0,0,48632,50411,19682,4600,0,2200,900,800,800,0
29524,50000,1,2,1,3,3,2,2,7,7,7,2400,2400,2400,0,0,0,0,0,0,1
29525,30000,1,3,1,4,1,2,2,2,2,2,24335,26920,27854,0,3401,1300,0,2400,2000,1
29526,500000,1,2,1,3,-1,-1,0,-1,0,0,680,1862,4961,1101,1100,2103,2500,2000,2000,0
29527,60000,1,3,2,5,0,0,0,0,0,0,61548,37318,17869,2700,1500,2000,1000,824,333,0
29528,180000,1,2,2,4,-1,-1,-1,-1,-1,-1,715,21365,3837,4637,1595,21365,9707,3837,5328,0
29529,20000,1,2,1,5,0,0,0,0,0,0,14186,18926,18714,1000,1376,3200,1399,1102,369,0
29530,50000,1,2,1,4,1,-1,-1,-1,0,-1,0,4300,3000,3095,5855,4300,2500,3000,500,0
29531,100000,1,2,1,3,0,-1,-1,-1,0,0,1473,1170,780,390,390,1170,0,0,0,0
29532,240000,1,1,1,3,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,150,1
29533,170000,1,2,1,3,-1,-1,-1,-1,-1,-1,7950,2716,7708,6691,7332,2716,4200,7708,12897,0
29534,50000,1,1,2,3,1,2,0,0,-2,-2,49395,0,0,1776,2374,0,0,0,0,0
29535,150000,1,1,2,2,0,0,0,0,0,0,147112,119007,103989,4518,6000,4055,13980,4000,3950,0
29536,20000,1,2,1,3,1,2,2,0,0,0,16112,18010,19455,1300,0,2000,1000,1500,1010,0
29537,210000,1,1,2,3,0,0,-2,-2,-2,-2,103632,-18,-18,0,0,0,0,0,0,0
29538,50000,1,2,1,5,0,0,0,0,0,-1,48481,49735,890,2313,2313,2082,677,890,14441,1
29539,120000,1,2,1,3,2,2,2,2,2,2,115040,120086,118345,6000,5600,4500,4300,0,4800,0
29540,70000,1,3,1,5,0,0,0,0,0,0,65824,42743,45051,3067,3000,3000,2000,2000,2000,0
29541,10000,1,2,2,4,0,0,0,0,0,0,9649,9997,10163,1500,1200,1137,329,500,251,1
29542,20000,1,2,1,5,1,2,2,0,0,0,8198,4427,895,300,1000,1000,0,0,3386,0
29543,150000,1,4,1,3,0,0,0,0,0,0,181335,188547,196559,14000,7000,5000,8000,7000,5000,0
29544,190000,1,2,1,3,1,-2,-1,-1,-2,-2,0,0,0,0,100104,0,0,0,0,0
29545,50000,1,2,2,4,0,0,0,0,0,0,49224,49415,9711,1821,2200,2000,500,9000,331,0
29546,50000,1,3,1,2,0,0,0,0,0,0,37208,40255,41914,1615,1654,1666,1468,1517,1528,1
29547,50000,1,1,2,2,0,0,0,0,0,0,49194,48894,48276,1978,1797,1836,2200,2000,2500,0
29548,250000,1,2,2,2,0,0,0,0,0,0,206199,181608,175302,8006,7606,7200,6000,6303,7013,0
29549,220000,1,1,2,2,0,0,2,2,2,2,119810,151588,157276,12000,0,27500,0,12000,0,1
29550,490000,1,1,2,3,-1,2,-1,0,0,0,59016,21136,21817,0,24307,12396,13000,10000,88,0
29551,20000,1,2,2,2,2,2,2,2,0,0,13269,10621,0,33,3317,0,1000,0,0,0
29552,70000,1,1,2,2,1,-1,-1,0,-1,2,10449,13155,1953,6000,15000,4000,4000,0,1000,0
29553,290000,1,1,2,2,0,0,0,0,0,2,23561,68168,44593,30020,2002,19982,1799,7,8210,0
29554,450000,1,1,2,2,-1,-1,-1,-2,-2,-1,1270,0,144,1580,0,0,0,144,236,0
29555,20000,1,2,1,2,0,0,0,0,0,0,23055,25961,40106,1400,1500,1275,1805,2000,2728,1
29556,100000,1,1,1,3,0,0,0,0,0,0,49415,50604,40308,2284,1961,2037,1434,1469,1483,0
29557,80000,1,1,2,3,2,2,2,2,2,2,98677,78266,66512,0,8000,0,5000,0,2428,1
29558,70000,1,3,1,4,-1,0,-1,-1,2,-1,5484,1430,4110,1000,340,1480,0,4110,0,1
29559,200000,1,2,1,5,1,-1,0,0,0,0,-7,28355,30885,34144,1492,1402,2002,2007,6163,0
29560,20000,1,2,1,3,0,0,0,0,0,-1,9269,12313,800,1477,1500,1000,1500,800,800,0
29561,220000,1,1,1,3,-1,-1,3,2,2,-2,1815,43,-1357,1486,0,0,0,0,0,0
29562,10000,1,2,2,5,1,2,0,0,0,0,9298,9319,9736,1000,1200,1142,300,400,340,0
29563,290000,1,3,1,3,0,0,0,0,0,0,80748,76435,79223,2755,2824,2456,2245,2500,1200,0
29564,20000,1,3,2,3,1,-1,0,0,0,0,-2086,18161,18911,18451,1300,1302,662,688,800,0
29565,200000,1,2,1,3,-1,-1,-1,-1,-1,-1,3506,3960,4414,4727,2526,3971,6827,4427,5603,0
29566,50000,1,3,1,5,1,-2,-1,0,0,0,-2012,48685,18519,0,50224,2195,649,672,749,0
29567,50000,1,2,1,4,0,0,0,0,0,0,45422,14237,16026,1916,1243,1492,636,2000,2000,0
29568,60000,1,2,1,4,0,0,0,0,0,0,47963,42268,30892,2308,3980,2000,2000,2000,2000,0
29569,50000,1,3,1,5,1,-2,-2,-2,-2,-1,6300,0,5275,0,0,0,0,5275,0,0
29570,290000,1,1,1,3,2,0,0,0,0,0,97531,96089,74760,4429,5000,2928,3097,2033,1051,1
29571,140000,1,2,1,4,2,2,2,2,2,2,73259,78454,78176,3600,0,7000,3000,0,8000,1
29572,570000,1,1,2,3,0,0,0,0,0,-2,388897,266800,0,9083,11472,12000,0,0,0,0
29573,210000,1,1,1,4,-1,-1,-1,-1,-1,-1,1582,1967,10330,326,3632,1967,3985,10330,8000,1
29574,270000,1,3,2,2,1,2,2,2,0,0,157318,160821,167446,0,13900,0,5760,5967,7488,0
29575,50000,1,2,1,3,0,0,0,0,0,0,47048,21947,19610,1445,1429,1294,1000,705,699,0
29576,60000,1,2,2,3,2,0,0,0,0,0,58190,56921,18385,3000,3100,1409,631,1000,664,1
29577,120000,1,2,2,5,1,2,2,2,2,2,63911,67659,70674,0,6000,2100,3000,3000,2500,1
29578,450000,1,1,1,4,-1,2,-1,-1,-1,-2,3566,2284,-1477,0,2000,2300,0,590,0,1
29579,60000,1,2,1,4,-2,2,-1,-1,-1,-1,50210,18145,22146,60054,19061,20089,23019,22181,16711,0
29580,20000,1,2,2,3,3,2,2,7,7,7,2400,2400,2400,0,0,0,0,0,0,1
29581,180000,1,1,1,3,0,0,0,0,0,0,85703,81859,77491,3614,2400,23500,3800,3700,500,0
29582,380000,1,2,2,3,-1,-1,-1,-1,-1,0,2302,2281,9239,7500,2700,2300,6000,6000,3000,0
29583,20000,1,2,1,5,0,0,0,0,-2,-2,18401,0,0,2000,1650,0,0,0,0,0
29584,120000,1,1,2,1,-1,-1,-1,-2,-1,-1,2382,0,0,884,0,0,10446,0,0,0
29585,500000,1,3,1,4,0,-1,-1,-1,-1,-1,32647,21734,96,1832,1920,21734,1837,0,19637,1
29586,20000,1,2,2,4,-1,0,0,2,0,0,18646,19183,12100,2000,3200,0,0,1100,0,1
29587,260000,1,3,1,4,0,0,0,0,0,0,205599,152447,126472,6000,7500,6000,4300,4500,4500,0
29588,20000,1,2,2,3,0,0,0,0,0,0,13479,17789,17638,2000,2000,2000,1000,800,700,0
29589,230000,1,2,1,3,0,0,0,0,0,0,149697,170563,179697,6000,10281,8866,6000,6000,6000,0
29590,120000,1,2,1,3,-1,-1,-1,-1,-1,-1,1336,500,150,0,505,500,150,150,941,0
29591,130000,1,1,1,4,2,2,0,0,0,0,80987,86407,97487,0,5000,5000,4000,10000,3724,1
29592,200000,1,1,1,4,-1,-1,-1,-1,-1,-1,840,0,390,800,396,4,475,1170,930,0
29593,30000,1,1,2,5,0,0,0,2,0,0,25144,28277,20555,1500,4500,0,900,1000,2000,0
29594,230000,1,3,1,4,-1,-1,0,-1,-1,-2,2606,797,-3,2990,1020,799,0,0,0,0
29595,210000,1,1,1,4,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,1
29596,260000,1,4,1,4,0,0,0,0,0,0,18503,21807,22331,3000,3000,3000,1000,2000,5000,0
29597,160000,1,2,1,3,-2,-2,-2,-2,-2,-2,8700,3566,2673,5183,10670,3576,2460,2680,2484,0
29598,140000,1,2,2,4,0,0,0,0,0,0,129301,133105,78773,6104,7000,5518,2933,3100,3502,0
29599,70000,1,2,1,4,0,0,0,0,0,0,71059,70747,69815,5000,4792,3000,3019,8010,7000,1
29600,100000,1,2,1,3,0,0,0,0,0,0,15788,11636,8649,2000,2000,2007,2000,2000,5000,0
29601,150000,1,1,2,2,-2,-2,-2,-2,-2,-2,833,33062,4121,1606,9297,33243,2336,4140,10859,0
29602,290000,1,2,2,3,0,0,0,0,0,0,14543,16589,22204,2000,3000,3000,3000,5000,3000,0
29603,60000,1,2,1,3,0,0,0,-1,-1,-1,6742,15273,14687,3000,18,15300,5000,15132,6500,0
29604,50000,1,2,2,3,5,4,3,2,0,0,19859,17956,18710,0,0,0,354,1000,1000,0
29605,20000,1,3,1,3,0,0,0,0,0,0,17224,18666,19434,1267,1291,1400,681,703,600,0
29606,500000,1,1,1,3,0,0,2,0,0,0,474934,430637,356636,40024,325,15296,12137,12312,14113,0
29607,90000,1,2,1,5,-1,3,2,2,-1,-1,3664,-1170,390,0,0,0,1560,390,930,1
29608,280000,1,1,2,3,-2,-2,-2,-2,-2,-2,7523,-8,0,1574,0,0,1688,0,198,0
29609,40000,1,2,1,4,1,2,0,0,0,0,34364,35572,37889,0,1577,1600,1500,2000,2000,1
29610,220000,1,1,1,4,-1,-1,0,-1,-1,-1,875,7330,3995,1093,2518,7409,0,3995,2028,1
29611,220000,1,4,1,3,-2,-2,-1,-1,-1,0,44253,1850,5034,1966,6203,1850,6938,101,2932,0
29612,50000,1,2,1,3,0,0,0,0,0,0,97190,48707,13673,1787,2130,1184,13604,496,523,1
29613,20000,1,2,3,5,-1,-1,2,2,-1,-1,390,0,0,780,0,0,780,0,0,1
29614,200000,1,1,1,4,0,0,0,0,0,0,192257,194782,193267,7004,10061,7071,6514,7081,10121,0
29615,20000,1,2,1,2,2,0,0,2,0,0,18390,19362,19607,2000,3000,0,850,920,750,1
29616,60000,1,1,2,4,1,2,0,0,0,0,60037,59724,39402,0,9000,3000,1200,11500,3000,1
29617,280000,1,3,1,5,-2,-2,-2,-2,-2,-2,14493,1420,12863,1596,0,1427,8076,12927,0,0
29618,50000,1,2,2,5,0,0,0,0,0,0,44385,16927,17628,1992,2170,1282,618,643,1000,0
29619,420000,1,1,1,2,0,0,0,0,0,0,387143,10951,8313,1585,1174,1133,291,318,277,0
29620,30000,1,3,1,4,1,2,2,2,0,0,19397,21889,23401,1500,4500,0,1500,1200,2000,1
29621,50000,1,3,2,3,0,0,2,2,2,2,22312,25358,27509,3416,1425,0,2190,965,0,0
29622,20000,1,3,1,4,0,0,0,2,0,-1,18100,19503,1320,2000,3000,1200,1000,1400,0,0
29623,110000,1,2,1,4,2,3,2,2,2,2,39733,40106,43197,0,3000,0,3300,1463,0,1
29624,230000,1,2,1,4,0,0,0,0,0,0,20307,14416,14452,2000,2263,2000,2000,2000,2000,0
29625,60000,1,2,1,5,0,0,0,0,0,0,20959,18403,17388,1500,1500,2000,1000,1000,1000,0
29626,360000,1,1,1,3,-2,-2,-2,-2,-2,-2,1814,0,0,6545,0,0,0,0,259,0
29627,50000,1,2,2,4,0,0,0,0,0,0,49165,47658,48579,1800,1814,1717,1658,1858,2000,0
29628,110000,1,2,2,3,0,0,0,0,0,0,106612,47250,47848,6100,3000,2000,2000,2000,2000,0
29629,150000,1,2,2,2,0,0,0,0,0,0,104165,100940,102567,5000,4380,8528,5000,4000,5000,0
29630,180000,1,1,2,2,-1,-1,-1,-1,-1,-1,1124,1016,0,18213,4390,1016,4745,0,0,0
29631,80000,1,2,2,2,-1,-1,-1,-1,-1,-1,5092,15361,5848,4623,1963,15361,13286,5848,0,0
29632,50000,1,2,2,2,0,0,0,0,0,0,46652,22672,19304,2014,1600,1400,429,386,57,0
29633,170000,1,2,2,2,-1,0,0,0,0,0,6336,9380,9917,1281,1298,1156,342,505,610,0
29634,200000,1,2,2,2,-1,-1,2,-1,-1,-1,5433,6202,6251,20710,23,6228,8574,6269,6411,0
29635,210000,1,1,2,2,0,0,0,0,0,0,36042,39243,40574,2000,1936,2000,1450,1472,3500,0
29636,20000,1,2,2,2,0,0,0,0,0,-2,19435,14092,10090,2003,1448,1328,500,10986,600,0
29637,160000,1,1,2,3,-1,2,2,-2,-2,-1,348,-630,476,0,0,0,0,1908,326,0
29638,50000,1,3,2,5,0,0,0,0,-2,-2,46842,0,0,2356,2150,0,0,0,0,0
29639,340000,1,2,2,2,0,0,0,0,0,0,233770,172862,170048,8100,8000,6102,6628,6517,4500,1
29640,220000,1,1,2,2,-1,-1,-1,-1,-1,-1,5359,3392,915,4217,2907,3397,1421,915,906,0
29641,200000,1,2,1,3,-2,-1,-1,-1,0,0,500,11900,4747,598,1950,11921,4,3,1201,1
29642,320000,1,1,2,2,0,0,0,0,0,0,225892,173806,181003,9429,6189,6309,6510,6600,6395,0
29643,110000,1,1,2,2,2,0,0,0,2,0,77831,86309,86114,3430,4000,7100,0,3600,3142,1
29644,200000,1,1,2,2,3,2,2,-1,-1,0,1130,560,558,0,0,560,558,0,0,1
29645,160000,1,1,2,2,1,2,0,0,0,0,56432,59331,61778,0,2000,3500,2000,2200,3000,0
29646,310000,1,2,1,3,0,0,0,0,0,0,89600,70343,51454,3100,3604,2366,2018,2000,1700,0
29647,70000,1,2,1,2,0,0,0,0,0,0,78244,10694,11192,2009,1404,3016,20001,2000,5002,0
29648,80000,1,2,2,2,-1,-1,-1,0,0,0,28175,68040,69840,0,68227,2000,2000,0,0,0
29649,320000,1,1,2,3,-2,-2,-2,-2,-2,-2,5250,6420,-19,0,991,6452,9757,0,3995,0
29650,230000,1,1,2,3,0,-1,0,0,0,0,56449,225791,226265,231788,11621,9027,9015,9000,9014,0
29651,260000,1,2,2,3,2,0,0,0,0,0,334214,291597,216238,12000,11000,11000,8000,8500,8300,1
29652,50000,1,3,1,4,5,4,3,2,0,0,54090,50307,28479,0,0,0,0,974,31100,1
29653,210000,1,3,2,5,0,0,0,0,-1,-1,85107,38405,5062,33658,30003,1000,38395,5062,13061,0
29654,60000,1,3,1,4,0,0,0,0,0,0,19489,22360,0,1336,1542,1200,500,0,0,0
29655,30000,1,2,1,5,0,0,0,0,0,0,26393,25571,27544,3006,3000,2000,3000,8150,2000,1
29656,480000,1,2,1,4,-2,-2,-2,-2,-2,-2,29112,10127,14658,43111,17223,10135,8416,14658,27350,0
29657,240000,1,2,2,4,0,0,0,0,0,0,236238,198720,195682,8763,7539,8267,7012,8010,8499,0
29658,20000,1,2,1,4,0,0,0,0,0,0,18015,19652,0,1400,1630,1000,0,0,0,1
29659,50000,1,3,1,4,0,0,0,0,0,0,49782,39203,26636,1816,1753,1433,990,967,1071,0
29660,50000,1,2,1,3,0,0,0,0,0,0,44270,44098,26955,5000,3000,5000,5000,5000,6000,0
29661,50000,1,1,1,3,-1,-1,-1,-1,-2,-2,6290,0,0,3770,10060,0,0,0,0,0
29662,500000,1,1,1,3,-1,-1,-1,-1,-1,-1,14817,4599,43150,3904,123000,10052,10105,43168,16915,0
29663,70000,1,2,2,2,0,0,0,0,0,0,35515,38792,40361,2000,2000,2000,1600,1700,1700,0
29664,40000,1,1,2,2,0,0,0,0,0,0,33075,36691,27945,2000,2500,2014,250,2000,500,0
29665,420000,1,1,2,2,-1,-1,-1,-1,-2,-2,1100,0,0,1183,2736,0,0,0,0,0
29666,20000,1,2,1,3,2,2,2,2,2,2,25238,23073,21143,2000,1700,0,1653,0,1940,0
29667,300000,1,3,1,4,-1,-1,-1,-1,-1,-1,1556,11907,18327,118816,11488,11967,3983,18416,6260,0
29668,110000,1,2,2,3,3,2,2,0,0,0,78480,44890,42727,4000,0,2000,1500,2000,2000,1
29669,70000,1,2,1,4,4,4,4,4,4,4,59130,63359,65706,2272,3614,3100,2500,3100,1000,1
29670,110000,1,1,2,4,0,0,0,0,-2,-2,18310,0,0,1327,1650,0,0,0,0,0
29671,220000,1,2,1,4,2,2,0,0,0,0,222418,175407,174726,4,8027,6218,6220,6316,6504,0
29672,20000,1,1,2,3,0,0,0,0,0,0,14320,17322,19297,2000,2000,2000,2000,2000,2000,0
29673,120000,1,3,1,4,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,0
29674,150000,1,3,2,4,0,0,0,0,0,0,65903,93241,62479,5011,3045,70092,2521,3000,3000,0
